compound_id,structure_file,n_sites,n_bonds_icohp,n_bonds_icobi,error,warnings,icohp_n_bonds_used,icohp_coord_bound,icohp_percolation_weight_min,icohp_percolation_direction,icohp_percolation_weight_a,icohp_percolation_status_a,icohp_percolation_weight_b,icohp_percolation_status_b,icohp_percolation_weight_c,icohp_percolation_status_c,icohp_sum,icohp_mean,icohp_min,icohp_max,icobi_n_bonds_used,icobi_coord_bound,icobi_percolation_weight_min,icobi_percolation_direction,icobi_percolation_weight_a,icobi_percolation_status_a,icobi_percolation_weight_b,icobi_percolation_status_b,icobi_percolation_weight_c,icobi_percolation_status_c,icobi_sum,icobi_mean,icobi_min,icobi_max
theo_metastable_TcW_mp-1217337,mp_dataset/structures/theo_metastable_TcW_mp-1217337/CONTCAR,2,88,88,,,88,5,0.0041,c,0.00861,ok,0.00861,ok,0.0041,ok,-42.68046000000001,-0.4850052272727274,-4.33733,-0.00166,88,5,0.01594,c,0.02368,ok,0.02369,ok,0.01594,ok,8.881599999999999,0.10092727272727271,0.00774,0.73997
theo_metastable_TiMo2_mp-1216675,mp_dataset/structures/theo_metastable_TiMo2_mp-1216675/CONTCAR,3,77,77,,,77,5,0.037720000000000004,a,0.037720000000000004,ok,0.046729999999999994,ok,0.044,ok,-32.361349999999995,-0.42027727272727267,-1.85161,-0.0072,77,5,0.01824,a,0.01824,ok,0.02534,ok,0.02093,ok,9.913500000000003,0.12874675324675328,0.00591,0.54104
theo_metastable_TiNi_mp-1067248,mp_dataset/structures/theo_metastable_TiNi_mp-1067248/CONTCAR,4,150,150,,,150,5,0.0052899999999999996,b,0.01118,ok,0.0052899999999999996,ok,0.01477,ok,-21.736069999999984,-0.14490713333333322,-0.924,-0.00264,150,5,0.00285,b,0.00845,ok,0.00285,ok,0.0096,ok,8.078130000000002,0.05385420000000001,0.00142,0.30626
theo_metastable_TiSi2_mp-570991,mp_dataset/structures/theo_metastable_TiSi2_mp-570991/CONTCAR,3,120,120,,,120,5,0.01347,b,0.01421,ok,0.01347,ok,0.0137,ok,-30.244960000000003,-0.25204133333333334,-1.8009,2e-05,120,5,0.00812,a,0.00812,ok,0.00817,ok,0.00823,ok,6.84916,0.05707633333333333,0.00048,0.28571
theo_metastable_TiW_mp-1216621,mp_dataset/structures/theo_metastable_TiW_mp-1216621/CONTCAR,2,88,88,,,88,5,0.00225,a,0.00225,ok,0.00227,ok,0.0033099999999999996,ok,-38.29017000000001,-0.4351155681818183,-4.37382,0.00311,88,5,0.0033,c,0.0063999999999999994,ok,0.0063999999999999994,ok,0.0033,ok,8.44408,0.09595545454545454,0.0031,0.80895
theo_metastable_Tl3Ga_mp-1187539,mp_dataset/structures/theo_metastable_Tl3Ga_mp-1187539/CONTCAR,4,76,76,,,76,3,5e-05,b,7e-05,ok,5e-05,ok,0.00020999999999999998,ok,-24.552200000000003,-0.3230552631578948,-1.42929,0.00342,76,3,0.00289,b,0.00293,ok,0.00289,ok,0.00293,ok,4.858509999999999,0.06392776315789472,0.00289,0.24517
theo_metastable_Tl4Sn_mp-1216560,mp_dataset/structures/theo_metastable_Tl4Sn_mp-1216560/CONTCAR,5,63,63,,,63,3,1.00233,a,1.00233,ok,1.00249,ok,1.0155800000000001,ok,-57.755669999999995,-0.9167566666666666,-2.44696,0.02496,63,3,0.19271999999999997,b,0.19308999999999998,ok,0.19271999999999997,ok,0.19346,ok,9.160240000000002,0.14540063492063496,0.00329,0.23315
theo_metastable_VCo3_mp-1095057,mp_dataset/structures/theo_metastable_VCo3_mp-1095057/CONTCAR,8,352,352,,,352,3,0.00293,c,0.00394,ok,0.00296,ok,0.00293,ok,-103.88034000000007,-0.2951146022727275,-2.61187,0.00307,352,3,0.005770000000000001,a,0.005770000000000001,ok,0.00649,ok,0.00649,ok,21.855109999999996,0.06208838068181817,0.00284,0.39146
theo_metastable_VN_mp-1017532,mp_dataset/structures/theo_metastable_VN_mp-1017532/CONTCAR,4,298,298,,,298,7,4e-05,a,4e-05,ok,6e-05,ok,0.00025,ok,-43.57257999999995,-0.14621671140939582,-2.69855,9e-05,298,7,0.00019,a,0.00019,ok,0.00019,ok,0.00029,ok,9.380229999999974,0.031477281879194546,9e-05,0.42961
theo_metastable_Y3Co_mp-1189329,mp_dataset/structures/theo_metastable_Y3Co_mp-1189329/CONTCAR,16,260,260,,,260,3,0.01504,a,0.01504,ok,0.01632,ok,0.03422,ok,-150.04215999999997,-0.5770852307692307,-3.89987,-0.00255,260,3,0.01044,a,0.01044,ok,0.01749,ok,0.02599,ok,31.75923,0.1221508846153846,0.00518,0.70792
theo_metastable_YAg3_mp-1187811,mp_dataset/structures/theo_metastable_YAg3_mp-1187811/CONTCAR,4,140,140,,,140,5,0.00112,c,0.00178,ok,0.00137,ok,0.00112,ok,-38.97065000000002,-0.2783617857142859,-1.86832,0.00825,140,5,0.00699,b,0.00702,ok,0.00699,ok,0.00704,ok,6.118550000000001,0.043703928571428574,0.00334,0.21272
theo_metastable_ZnPb3_mp-1187949,mp_dataset/structures/theo_metastable_ZnPb3_mp-1187949/CONTCAR,4,76,76,,,76,3,0.00451,b,0.00465,ok,0.00451,ok,0.00488,ok,-24.815240000000006,-0.32651631578947377,-1.325,-0.0044,76,3,0.00498,c,0.00504,ok,0.00504,ok,0.00498,ok,5.3759500000000005,0.07073618421052633,0.00496,0.25644
theo_metastable_Zn_mp-2647117,mp_dataset/structures/theo_metastable_Zn_mp-2647117/CONTCAR,1,58,58,,,58,5,0.01042,b,0.01043,ok,0.01042,ok,0.01047,ok,-19.399560000000005,-0.3344751724137932,-1.81081,0.00812,58,5,0.00464,a,0.00464,ok,0.00464,ok,0.00464,ok,2.7820400000000003,0.047966206896551726,0.00188,0.21815
theo_metastable_Zr3Be_mp-1188016,mp_dataset/structures/theo_metastable_Zr3Be_mp-1188016/CONTCAR,4,124,124,,,124,5,0.00105,c,0.00114,ok,0.00113,ok,0.00105,ok,-43.494539999999986,-0.3507624193548386,-1.88348,0.00114,124,5,0.00855,c,0.00865,ok,0.00861,ok,0.00855,ok,9.259350000000001,0.07467217741935485,0.00618,0.38315
theo_metastable_Zr3Ge_mp-1188039,mp_dataset/structures/theo_metastable_Zr3Ge_mp-1188039/CONTCAR,8,208,208,,,208,3,0.00659,c,0.02146,ok,0.02128,ok,0.00659,ok,-80.57463000000006,-0.38737802884615413,-2.04152,-0.00659,208,3,0.0061,c,0.01454,ok,0.0144,ok,0.0061,ok,17.274059999999995,0.08304836538461537,0.00373,0.41363
theo_metastable_ZrO2_mp-775909,mp_dataset/structures/theo_metastable_ZrO2_mp-775909/CONTCAR,6,187,187,,,187,5,0.00012,a,0.00012,ok,0.00026,ok,0.00036,ok,-57.65681000000004,-0.3083251871657756,-4.2313,0.02235,187,5,0.00030000000000000003,a,0.00030000000000000003,ok,0.00035999999999999997,ok,0.00048,ok,8.09212,0.043273368983957214,0.0001,0.57951
theo_metastable_ZrTi_mp-1215236,mp_dataset/structures/theo_metastable_ZrTi_mp-1215236/CONTCAR,2,60,60,,,60,5,0.03154,c,0.03275,ok,0.03357,ok,0.03154,ok,-19.68307,-0.32805116666666667,-1.65944,-0.01361,60,5,0.013999999999999999,c,0.01406,ok,0.01413,ok,0.013999999999999999,ok,5.965280000000001,0.09942133333333335,0.0053,0.37775
